TF	target	importance
ENSG00000060642	cg00002597	1.5131638287902383
ENSG00000060642	cg00003287	1.511009790610914
ENSG00000234900	cg00000363	1.5103186472274746
ENSG00000166634	cg00000289	1.507847883199391
ENSG00000134108	cg00002719	1.5026419455131637
ENSG00000264576	cg00002646	1.498117902812128
ENSG00000167578	cg00000289	1.4978558317169541
ENSG00000274458	cg00004082	1.4953125074416622
ENSG00000153561	cg00003181	1.495292532275007
ENSG00000236040	cg00002224	1.4948536025306662
ENSG00000078237	cg00000165	1.4912118717782405
ENSG00000166634	cg00001791	1.4863693959803057
ENSG00000179262	cg00002810	1.4803413909578886
ENSG00000179833	cg00003969	1.4790392018890384
ENSG00000261789	cg00000734	1.478793699237731
ENSG00000254465	cg00000029	1.4716209418315696
ENSG00000206072	cg00000948	1.4694570839696526
ENSG00000215246	cg00003345	1.4685399182735608
ENSG00000166391	cg00000292	1.4665706698742547
ENSG00000254465	cg00002426	1.4625669937621952
ENSG00000095587	cg00003784	1.4592075142299505
ENSG00000242268	cg00002145	1.4576154010473823
ENSG00000234943	cg00002033	1.457278441467556
ENSG00000060642	cg00002145	1.4539656884291707
ENSG00000274219	cg00003091	1.4505864780619075
ENSG00000158486	cg00000769	1.4445814344028067
ENSG00000064601	cg00003091	1.4435893635563526
ENSG00000060642	cg00004067	1.442906179255346
ENSG00000146083	cg00003994	1.4425431634340997
ENSG00000172137	cg00002236	1.4407807328723599
ENSG00000127511	cg00001364	1.4402993452353707
ENSG00000273055	cg00000769	1.4354080419206465
ENSG00000153561	cg00000622	1.4197224833809705
ENSG00000263089	cg00003202	1.4146377801559447
ENSG00000179833	cg00002033	1.409708068154247
ENSG00000064601	cg00000622	1.4088587525818872
ENSG00000220993	cg00001245	1.4083309042466132
ENSG00000185105	cg00003345	1.407808158788293
ENSG00000134108	cg00003298	1.4052129261966992
ENSG00000146083	cg00001687	1.4032567676959682
ENSG00000280038	cg00002593	1.397674365617221
ENSG00000179262	cg00002224	1.3962816789864863
ENSG00000078237	cg00003513	1.3956721967462071
ENSG00000273055	cg00000957	1.3934089195967887
ENSG00000134108	cg00001583	1.3892646892581069
ENSG00000266261	cg00001446	1.3889028634486371
ENSG00000167700	cg00002660	1.3850027188343221
ENSG00000266261	cg00002190	1.3847077224402595
ENSG00000008517	cg00000721	1.3846653946393641
ENSG00000214062	cg00004082	1.381621228581359
ENSG00000266261	cg00001349	1.381376810093733
ENSG00000234900	cg00001747	1.3741191814971767
ENSG00000236893	cg00002837	1.3711747914150303
ENSG00000206072	cg00001874	1.36886048310186
ENSG00000258630	cg00001583	1.3684879852221223
ENSG00000264438	cg00004072	1.3682960540677627
ENSG00000206072	cg00000289	1.3644470195059426
ENSG00000274458	cg00002145	1.347264792948081
ENSG00000214062	cg00003784	1.3470230548188948
ENSG00000118972	cg00003625	1.3452676149018536
ENSG00000271647	cg00002597	1.3357803126381167
ENSG00000060642	cg00001245	1.332701419607724
ENSG00000064225	cg00001791	1.3306000163104863
ENSG00000197421	cg00003784	1.330167561094816
ENSG00000161558	cg00001791	1.32980060084627
ENSG00000095587	cg00000658	1.3291133320840003
ENSG00000206072	cg00001583	1.3221881385297947
ENSG00000206072	cg00003513	1.3210754691978084
ENSG00000008517	cg00001349	1.3182253271952677
ENSG00000273055	cg00002660	1.3169758324097924
ENSG00000254465	cg00002810	1.3167231700913913
ENSG00000197421	cg00002406	1.3159639264528222
ENSG00000227766	cg00003173	1.3135200841906547
ENSG00000270469	cg00000924	1.3122143309154006
ENSG00000234943	cg00000029	1.3119400962412266
ENSG00000179262	cg00002930	1.3097493775317344
ENSG00000070081	cg00000905	1.3097280148803445
ENSG00000259883	cg00000769	1.307604684312964
ENSG00000167768	cg00002406	1.3050483385809672
ENSG00000008517	cg00000734	1.302286157149167
ENSG00000198242	cg00001687	1.3012827570504173
ENSG00000166391	cg00002426	1.2976602306428864
ENSG00000008517	cg00003994	1.297004802822054
ENSG00000078237	cg00001510	1.2939423632173852
ENSG00000204113	cg00003345	1.2917327340015896
ENSG00000166007	cg00000658	1.2862276705070563
ENSG00000064225	cg00000236	1.2851566955628
ENSG00000278923	cg00002591	1.2850732992189466
ENSG00000278099	cg00002531	1.2845396545691365
ENSG00000197421	cg00000622	1.2830738984586778
ENSG00000278099	cg00004082	1.2810539431668242
ENSG00000158486	cg00003173	1.2805333665004766
ENSG00000070081	cg00001249	1.2793344798032187
ENSG00000280038	cg00003625	1.2788360818871591
ENSG00000057294	cg00002837	1.277201617592803
ENSG00000179262	cg00002593	1.273004394233826
ENSG00000280159	cg00002236	1.2722309987699976
ENSG00000078237	cg00002769	1.2698795301521744
ENSG00000270469	cg00002660	1.269831991968453
ENSG00000242041	cg00002531	1.269543070828305
ENSG00000267108	cg00000292	1.2679212247836418
ENSG00000158486	cg00000321	1.2669597659717369
ENSG00000206072	cg00002597	1.2645533031126424
ENSG00000206072	cg00002809	1.264325444439047
ENSG00000214198	cg00004072	1.2640178763610241
ENSG00000273055	cg00003091	1.2635030223032138
ENSG00000197421	cg00003969	1.2605319650345048
ENSG00000166634	cg00003513	1.2520053909548623
ENSG00000088179	cg00003202	1.2422640651361312
ENSG00000270112	cg00001249	1.2377764761703
ENSG00000064601	cg00003173	1.2341871131940618
ENSG00000275479	cg00000321	1.2332918050753736
ENSG00000166634	cg00004089	1.2304239167864757
ENSG00000064601	cg00002406	1.2237090166742106
ENSG00000070081	cg00002449	1.2196711560804698
ENSG00000280159	cg00002116	1.219262325755168
ENSG00000118972	cg00003529	1.2176512942932487
ENSG00000269148	cg00003298	1.2143869910120924
ENSG00000214198	cg00000948	1.213913196788496
ENSG00000214062	cg00002490	1.2134275547016327
ENSG00000234900	cg00003173	1.2121311673236557
ENSG00000234943	cg00004072	1.2114424875465595
ENSG00000273055	cg00004089	1.2089893492376966
ENSG00000146083	cg00001583	1.2081890842251728
ENSG00000161558	cg00002660	1.20776751046384
ENSG00000095587	cg00003287	1.2060250351555588
ENSG00000172137	cg00001854	1.2044322935228193
ENSG00000102174	cg00001249	1.2025581749976875
ENSG00000060642	cg00000321	1.2004248935204846
ENSG00000166391	cg00002809	1.1939199538289273
ENSG00000167578	cg00003091	1.1896177817889397
ENSG00000258630	cg00003513	1.188189908181224
ENSG00000167700	cg00002719	1.1821114798794634
ENSG00000275479	cg00003994	1.1815148570548624
ENSG00000254092	cg00002531	1.1814367486896944
ENSG00000095587	cg00002490	1.1814083128926554
ENSG00000197421	cg00000905	1.179730339720508
ENSG00000008517	cg00000769	1.1793620742363933
ENSG00000064225	cg00000289	1.1783152144964089
ENSG00000275479	cg00003513	1.1779894964159663
ENSG00000214198	cg00000622	1.1759384281678065
ENSG00000197421	cg00001854	1.1719684552477636
ENSG00000167578	cg00001791	1.1710354539742944
ENSG00000198242	cg00003305	1.1698163215079287
ENSG00000268465	cg00002810	1.168693631424672
ENSG00000167578	cg00003513	1.167112951553239
ENSG00000185105	cg00002660	1.1653697595423145
ENSG00000240423	cg00002464	1.162748410014397
ENSG00000263089	cg00000769	1.1584239151982696
ENSG00000269416	cg00000721	1.155169400233647
ENSG00000088179	cg00002593	1.1549788704206008
ENSG00000102174	cg00001446	1.151053114326554
ENSG00000167700	cg00003345	1.1505401095053591
ENSG00000267108	cg00002464	1.1504814610007459
ENSG00000215246	cg00001249	1.147678210869127
ENSG00000167700	cg00002449	1.1474874566574331
ENSG00000206072	cg00002591	1.1466468157645857
ENSG00000172137	cg00001874	1.1460291995251322
ENSG00000196167	cg00002531	1.1456010275203805
ENSG00000215246	cg00002116	1.1445638109130183
ENSG00000146083	cg00000622	1.143483327484269
ENSG00000271647	cg00002808	1.1423139481686135
ENSG00000166391	cg00002769	1.1420060460315624
ENSG00000070081	cg00002033	1.141806401592123
ENSG00000134108	cg00002531	1.1414870036082414
ENSG00000273055	cg00000658	1.1397419635993762
ENSG00000227535	cg00002660	1.1362360225975514
ENSG00000259883	cg00000658	1.1331136612951938
ENSG00000078237	cg00000321	1.1318179363677001
ENSG00000118972	cg00002033	1.131220837069009
ENSG00000182141	cg00003173	1.1307425604652614
ENSG00000166391	cg00001791	1.1285625788961176
ENSG00000254092	cg00004082	1.125781179976135
ENSG00000214062	cg00002224	1.1250916434363292
ENSG00000231105	cg00001747	1.123743081195538
ENSG00000269148	cg00002591	1.1225549642659929
ENSG00000134108	cg00003578	1.1210243653071572
ENSG00000234900	cg00004055	1.1194006715111757
ENSG00000179833	cg00001249	1.118962852319538
ENSG00000146083	cg00003345	1.118802025273474
ENSG00000070081	cg00001747	1.1175502852282413
ENSG00000161558	cg00000292	1.1158449279608889
ENSG00000258630	cg00001791	1.1137309637786545
ENSG00000070081	cg00000321	1.1132330616762238
ENSG00000267108	cg00003529	1.1113965695734827
ENSG00000078237	cg00002719	1.1105195783242838
ENSG00000166368	cg00002810	1.1103628696069414
ENSG00000070081	cg00004055	1.1097138573312124
ENSG00000167700	cg00000924	1.1096237266404214
ENSG00000227766	cg00000769	1.1070319853389363
ENSG00000134108	cg00003345	1.1057107741213894
ENSG00000269416	cg00004082	1.1044695723272773
ENSG00000278732	cg00002809	1.104338744198197
ENSG00000267108	cg00002593	1.0925166268703304
ENSG00000204113	cg00004067	1.0917539210843443
ENSG00000280159	cg00000905	1.0898801869375825
ENSG00000095587	cg00001349	1.08764776843432
ENSG00000233540	cg00002116	1.0874265144907018
ENSG00000008517	cg00002597	1.0851593443331826
ENSG00000258630	cg00000321	1.0843925141720374
ENSG00000215246	cg00004067	1.081200004599965
ENSG00000267108	cg00004067	1.0811182650847375
ENSG00000167578	cg00004082	1.0797022150309616
ENSG00000275479	cg00002593	1.077074873901309
ENSG00000273055	cg00000236	1.0726908812076064
ENSG00000259883	cg00000029	1.0703654736424069
ENSG00000167700	cg00002224	1.0702959297410533
ENSG00000127511	cg00003994	1.0698948294088595
ENSG00000261789	cg00000236	1.069180201221062
ENSG00000060642	cg00003181	1.0658751271857458
ENSG00000278099	cg00000905	1.0653080644290513
ENSG00000258630	cg00000734	1.0648143308599674
ENSG00000234943	cg00003202	1.064265338996557
ENSG00000214062	cg00002190	1.0642424196288702
ENSG00000269148	cg00001510	1.0636114002951567
ENSG00000198242	cg00001874	1.0617446562898176
ENSG00000275479	cg00000924	1.0607907038896547
ENSG00000158486	cg00002464	1.058660798456164
ENSG00000161558	cg00000622	1.0583618371441592
ENSG00000197421	cg00001249	1.0583351008661124
ENSG00000234900	cg00000165	1.0579062590695476
ENSG00000269416	cg00000321	1.0578485447862978
ENSG00000134108	cg00002224	1.05661158152142
ENSG00000271616	cg00001747	1.0557438263227177
ENSG00000227766	cg00002646	1.0540877097430987
ENSG00000264438	cg00001687	1.0538109938103475
ENSG00000269416	cg00002033	1.0480138960479215
ENSG00000275479	cg00003578	1.0477550763599315
ENSG00000064601	cg00002236	1.047691345255016
ENSG00000070081	cg00002406	1.047651262493456
ENSG00000234900	cg00001510	1.0467541104093987
ENSG00000273406	cg00002116	1.045753123800134
ENSG00000197421	cg00002660	1.0453176987924235
ENSG00000275265	cg00001854	1.0452243624505768
ENSG00000166391	cg00004089	1.0452114999646012
ENSG00000280038	cg00003578	1.0432120286619206
ENSG00000182141	cg00004072	1.0416038605216582
ENSG00000070087	cg00002837	1.0404993580022814
ENSG00000278099	cg00004067	1.039111871870433
ENSG00000276644	cg00003969	1.0375408279839535
ENSG00000070081	cg00003578	1.036841133312576
ENSG00000215246	cg00001245	1.0362265354857818
ENSG00000158486	cg00001791	1.034979359722471
ENSG00000215246	cg00002224	1.033683189876697
ENSG00000227766	cg00000363	1.0334138061809197
ENSG00000070081	cg00002769	1.0333302953337182
ENSG00000153561	cg00000924	1.0326824834999682
ENSG00000266644	cg00000029	1.0325163361104595
ENSG00000078237	cg00002190	1.0323306694532106
ENSG00000158486	cg00001364	1.027527198319567
ENSG00000134108	cg00003529	1.0271422991324293
ENSG00000146083	cg00003181	1.0267196937007952
ENSG00000269148	cg00000948	1.0258067164861577
ENSG00000179262	cg00000924	1.0256101336513155
ENSG00000057294	cg00000905	1.0234526007112392
ENSG00000161558	cg00000769	1.0214633209890782
ENSG00000127511	cg00000321	1.0213457885197215
ENSG00000078237	cg00000714	1.0201256717531801
ENSG00000270112	cg00004082	1.019339689420947
ENSG00000278732	cg00001809	1.018920325323276
ENSG00000225269	cg00000292	1.0176603347496365
ENSG00000167700	cg00001854	1.0172113100850166
ENSG00000070087	cg00002531	1.0160848689596034
ENSG00000254092	cg00002660	1.0159615220334601
ENSG00000167700	cg00000165	1.01369911016881
ENSG00000167578	cg00001687	1.0135442443326792
ENSG00000070081	cg00000289	1.0133214718065888
ENSG00000182141	cg00001809	1.0120530852891994
ENSG00000064601	cg00001582	1.0106178948189741
ENSG00000280159	cg00000363	1.0104698591958419
ENSG00000198242	cg00001583	1.0079547971699565
ENSG00000179262	cg00003345	1.007619486895967
ENSG00000167700	cg00004067	1.0070593260109002
ENSG00000259883	cg00001854	1.0062454686853597
ENSG00000158486	cg00000714	1.005860150958217
ENSG00000095587	cg00001791	1.00567567722888
ENSG00000179833	cg00002660	1.0054191003431165
ENSG00000118972	cg00002426	1.0053360562650915
ENSG00000166391	cg00003181	1.0040708154639482
ENSG00000207000	cg00004082	1.004028308775575
ENSG00000166391	cg00002930	1.0030390357474708
ENSG00000273055	cg00001791	1.002067292605496
ENSG00000269148	cg00002490	1.0002578675453975
ENSG00000275479	cg00002769	0.9997955052883407
ENSG00000166391	cg00001582	0.9997449392176739
ENSG00000266261	cg00001687	0.9949020133318689
ENSG00000146083	cg00000165	0.991997886090051
ENSG00000197421	cg00002809	0.9902799622590384
ENSG00000196167	cg00000292	0.9887818505682255
ENSG00000078237	cg00001261	0.9878205835136923
ENSG00000227766	cg00002531	0.9872289524499002
ENSG00000179262	cg00004072	0.9868703904570997
ENSG00000078237	cg00001583	0.9861387997782337
ENSG00000273055	cg00001364	0.9861231167695306
ENSG00000254465	cg00003287	0.9847771753803249
ENSG00000198242	cg00002116	0.9844083212204515
ENSG00000161558	cg00001510	0.9824201207011044
ENSG00000276644	cg00001747	0.9790598686284336
ENSG00000227766	cg00001791	0.97695526054428
ENSG00000008517	cg00002660	0.9765541930390172
ENSG00000258630	cg00002930	0.9750481514744118
ENSG00000273055	cg00000289	0.9728197845110259
ENSG00000070081	cg00002531	0.9722959329413927
ENSG00000064601	cg00003287	0.9721374548275912
ENSG00000167578	cg00000622	0.9718081272311435
ENSG00000274458	cg00003994	0.9714499788964971
ENSG00000275479	cg00004055	0.9704529925443713
ENSG00000231105	cg00001854	0.9667837048755102
ENSG00000266644	cg00001249	0.9657827274383394
ENSG00000273055	cg00002837	0.9651383932656971
ENSG00000070081	cg00002719	0.9649880240898698
ENSG00000161558	cg00003969	0.9621221738789413
ENSG00000167700	cg00000292	0.9620671550506007
ENSG00000258630	cg00000905	0.9618445940019242
ENSG00000078237	cg00002426	0.9611038476732097
ENSG00000271647	cg00000321	0.9607234580549077
ENSG00000057294	cg00001687	0.9596069263179184
ENSG00000161558	cg00001583	0.9572383504987194
ENSG00000167700	cg00002646	0.9567633623994946
ENSG00000060642	cg00002531	0.9566950521385515
ENSG00000270112	cg00000363	0.9552094230636555
ENSG00000215246	cg00002646	0.9548868581426827
ENSG00000127511	cg00002531	0.9533895671974695
ENSG00000198242	cg00002719	0.9532169837064046
ENSG00000271647	cg00001349	0.9518044184566784
ENSG00000231105	cg00002236	0.9515247845915963
ENSG00000273055	cg00000622	0.9494567648393223
ENSG00000231105	cg00001261	0.9493179870550538
ENSG00000273406	cg00000734	0.9469841144780207
ENSG00000231105	cg00001791	0.9424566220963733
ENSG00000185105	cg00001809	0.9414458675996282
ENSG00000231105	cg00002809	0.9412745832958649
ENSG00000280038	cg00000905	0.9387640744656989
ENSG00000167700	cg00002769	0.9352944772794346
ENSG00000172137	cg00003305	0.9349902370818268
ENSG00000070081	cg00003529	0.934762819786001
ENSG00000167768	cg00003784	0.9337131714042065
ENSG00000134108	cg00002033	0.9335930308631912
ENSG00000280038	cg00003202	0.9331319716919054
ENSG00000242268	cg00001261	0.9331032718013815
ENSG00000185105	cg00003287	0.9318202370691454
ENSG00000158486	cg00003529	0.9293293956862881
ENSG00000275479	cg00004089	0.9280689574698945
ENSG00000215246	cg00002930	0.9275322102882694
ENSG00000280159	cg00001791	0.9262410853525983
ENSG00000273055	cg00003625	0.9232212542822681
ENSG00000276644	cg00002464	0.9227973425882312
ENSG00000264576	cg00004067	0.9209424296300971
ENSG00000266261	cg00002593	0.917455533661991
ENSG00000134108	cg00002190	0.9172401271619087
ENSG00000167578	cg00002646	0.9167927727165038
ENSG00000271647	cg00001364	0.912400369287557
ENSG00000185105	cg00002490	0.9120093482735641
ENSG00000231105	cg00003345	0.9116537786403438
ENSG00000179262	cg00001854	0.9104963250391538
ENSG00000242268	cg00000165	0.9098591096439188
ENSG00000254465	cg00001510	0.9079373554140513
ENSG00000078237	cg00002930	0.9065355141032637
ENSG00000214198	cg00002808	0.9050054489263524
ENSG00000262950	cg00004067	0.9047554528578636
ENSG00000242041	cg00000292	0.9044589838141145
ENSG00000206072	cg00002660	0.9038102140164532
ENSG00000242268	cg00001364	0.9004394637951496
ENSG00000227535	cg00002224	0.8992995448990846
ENSG00000179833	cg00003625	0.8991110115550587
ENSG00000172137	cg00001261	0.8980768523787083
ENSG00000064601	cg00000714	0.8980250497991598
ENSG00000206072	cg00003173	0.8972461363625448
ENSG00000008517	cg00004072	0.896901396933423
ENSG00000227766	cg00001245	0.8966858122444709
ENSG00000231105	cg00003305	0.8934625587500229
ENSG00000185105	cg00002190	0.8933871001082061
ENSG00000269475	cg00000363	0.8930668639408181
ENSG00000266261	cg00000236	0.8928657215617717
ENSG00000231105	cg00002808	0.8924339473237519
ENSG00000206072	cg00001245	0.8924046001569894
ENSG00000070081	cg00001583	0.8922749751372823
ENSG00000275479	cg00002145	0.8920872659770941
ENSG00000280159	cg00003202	0.8907369950726478
ENSG00000172137	cg00004072	0.8902822821287834
ENSG00000258630	cg00000165	0.8901336854195421
ENSG00000215246	cg00003173	0.889928258834928
ENSG00000198242	cg00001364	0.888878157699407
ENSG00000275479	cg00000714	0.8877329694254945
ENSG00000254465	cg00001245	0.8871355348441448
ENSG00000261789	cg00001854	0.8853219678163051
ENSG00000153561	cg00002810	0.8851956316836438
ENSG00000197421	cg00000029	0.8842404032737108
ENSG00000276644	cg00003305	0.8824485903745523
ENSG00000078237	cg00000292	0.8802037386672886
ENSG00000266644	cg00003345	0.880135465805415
ENSG00000167768	cg00000714	0.8799350272741122
ENSG00000234943	cg00003578	0.8775787895316473
ENSG00000269148	cg00001261	0.8768986104448175
ENSG00000166368	cg00003345	0.8764712519517502
ENSG00000206072	cg00002224	0.8761781420688123
ENSG00000167578	cg00003994	0.8752984127228843
ENSG00000158486	cg00000948	0.8749414578632542
ENSG00000234943	cg00000289	0.874065791286776
ENSG00000275479	cg00000289	0.8733744035970661
